教四,a
教四,abandon
教四,ability
教四,able
教四,abnormal
教四,aboard
教四,abolish
教四,abortion
教四,about
教四,above
教四,abroad
教四,abrupt
教四,absence
教四,absent
教四,absolute
教四,absorb
教四,absorbed
教四,abstain
教四,abstract
教四,abundant
教四,abuse
教四,academic
教四,academy
教四,accelerate
教四,accent
教四,accept
教四,acceptable
教四,acceptance
教四,access
教四,accessible
教四,accident
教四,accidental
教四,accommodation
教四,accompany
教四,accomplish
教四,accord
教四,accordance
教四,according
教四,accordingly
教四,account
教四,accountant
教四,accumulate
教四,accuracy
教四,accurate
教四,accuse
教四,accustomed
教四,ache
教四,achieve
教四,achievement
教四,acid
教四,acknowledge
教四,acquaint
教四,acquaintance
教四,acquire
教四,acquisition
教四,acre
教四,across
教四,act
教四,action
教四,active
教四,activity
教四,actor
教四,actress
教四,actual
教四,acute
教四,adapt
教四,add
教四,addition
教四,additional
教四,address
教四,adequate
教四,adjective
教四,adjust
教四,administration
教四,administrative
教四,admire
教四,admission
教四,admit
教四,adopt
教四,adult
教四,advance
教四,advanced
教四,advantage
教四,advantageous
教四,adventure
教四,adverb
教四,advertise
教四,advertisement
教四,advice
教四,advisable
教四,advise
教四,advisory
教四,advocate
教四,affair
教四,affect
教四,affection
教四,affirmative
教四,afford
教四,afraid
教四,after
教四,afternoon
教四,afterward
教四,afterwards
教四,again
教四,against
教四,age
教四,agency
教四,agenda
教四,agent
教四,aggressive
教四,ago
教四,agony
教四,agree
教四,agreeable
教四,agreement
教四,agriculture
教四,ahead
教四,aid
教四,aids
教四,aim
教四,air
教四,air-conditioning
教四,aircraft
教四,airline
教四,airplane
教四,airport
教四,airway
教四,alarm
教四,album
教四,alcohol
教四,alert
教四,alike
教四,alive
教四,all
教四,allergic
教四,alliance
教四,allow
教四,allowance
教四,ally
教四,almost
教四,alone
教四,along
教四,alongside
教四,aloud
教四,alphabet
教四,already
教四,also
教四,alter
教四,alternative
教四,although
教四,altitude
教四,altogether
